"","name","year","Urban","Non Urban"
"1477","lu_area_716","2016",100,0
"1478","lu_area_716","2021",100,0
"1479","lu_area_717","2016",72.29,27.71
"1480","lu_area_717","2021",87.95,12.05
"1481","lu_area_718","2016",97.01,2.99
"1482","lu_area_718","2021",97.01,2.99
"1483","lu_area_719","2016",100,0
"1484","lu_area_719","2021",100,0
"1485","lu_area_720","2016",100,0
"1486","lu_area_720","2021",100,0
"1487","lu_area_721","2016",91.67,8.33
"1488","lu_area_721","2021",100,0
"1489","lu_area_722","2016",99.4,0.6
"1490","lu_area_722","2021",99.64,0.36
"1491","lu_area_723","2016",35.56,64.44
"1492","lu_area_723","2021",71.11,28.89
"1493","lu_area_724","2016",100,0
"1494","lu_area_724","2021",100,0
"1495","lu_area_725","2016",100,0
"1496","lu_area_725","2021",100,0
"1497","lu_area_726","2016",96.51,3.49
"1498","lu_area_726","2021",98.84,1.16
"1499","lu_area_727","2016",94.55,5.45
"1500","lu_area_727","2021",96.36,3.64
"1501","lu_area_728","2016",100,0
"1502","lu_area_728","2021",100,0
"1503","lu_area_729","2016",35.71,64.29
"1504","lu_area_729","2021",57.14,42.86
"1505","lu_area_730","2016",90.58,9.42
"1506","lu_area_730","2021",92.8,7.2
"1507","lu_area_731","2016",100,0
"1508","lu_area_731","2021",100,0
"1509","lu_area_732","2016",83.33,16.67
"1510","lu_area_732","2021",100,0
"1511","lu_area_733","2016",100,0
"1512","lu_area_733","2021",100,0
"1513","lu_area_734","2016",50,50
"1514","lu_area_734","2021",0,100
"1515","lu_area_735","2016",100,0
"1516","lu_area_735","2021",100,0
"1517","lu_area_736","2016",100,0
"1518","lu_area_736","2021",100,0
"1519","lu_area_737","2016",100,0
"1520","lu_area_737","2021",100,0
"1521","lu_area_738","2016",100,0
"1522","lu_area_738","2021",100,0
"1523","lu_area_739","2016",70.93,29.07
"1524","lu_area_739","2021",62.4,37.6
"1525","lu_area_740","2016",100,0
"1526","lu_area_740","2021",100,0
"1527","lu_area_741","2016",100,0
"1528","lu_area_741","2021",92.31,7.69
"1529","lu_area_742","2016",100,0
"1530","lu_area_742","2021",100,0
"1531","lu_area_743","2016",100,0
"1532","lu_area_743","2021",83.33,16.67
"1533","lu_area_744","2016",100,0
"1534","lu_area_744","2021",89.47,10.53
"1535","lu_area_745","2016",4.11,95.89
"1536","lu_area_745","2021",5.17,94.83
"1537","lu_area_746","2016",100,0
"1538","lu_area_746","2021",100,0
"1539","lu_area_748","2016",84.04,15.96
"1540","lu_area_748","2021",78.72,21.28
"1541","lu_area_749","2016",100,0
"1542","lu_area_749","2021",100,0
"1543","lu_area_750","2016",98.08,1.92
"1544","lu_area_750","2021",92.09,7.91
"1545","lu_area_751","2016",100,0
"1546","lu_area_751","2021",100,0
"1547","lu_area_752","2016",61.45,38.55
"1548","lu_area_752","2021",79.52,20.48
"1549","lu_area_753","2016",100,0
"1550","lu_area_753","2021",100,0
"1551","lu_area_754","2016",57.61,42.39
"1552","lu_area_754","2021",59.66,40.34
"1553","lu_area_755","2016",70.33,29.67
"1554","lu_area_755","2021",78.02,21.98
"1555","lu_area_756","2016",82.35,17.65
"1556","lu_area_756","2021",88.24,11.76
"1557","lu_area_757","2016",98.22,1.78
"1558","lu_area_757","2021",98.22,1.78
"1559","lu_area_758","2016",65.81,34.19
"1560","lu_area_758","2021",70.57,29.43
"1561","lu_area_759","2016",100,0
"1562","lu_area_759","2021",100,0
"1563","lu_area_760","2016",94.89,5.11
"1564","lu_area_760","2021",98.72,1.28
"1565","lu_area_761","2016",100,0
"1566","lu_area_761","2021",98.48,1.52
"1567","lu_area_762","2016",100,0
"1568","lu_area_762","2021",100,0
"1569","lu_area_763","2016",100,0
"1570","lu_area_763","2021",100,0
"1571","lu_area_764","2016",100,0
"1572","lu_area_764","2021",100,0
"1573","lu_area_765","2016",100,0
"1574","lu_area_765","2021",100,0
"1575","lu_area_766","2016",100,0
"1576","lu_area_766","2021",100,0
"1577","lu_area_767","2016",100,0
"1578","lu_area_767","2021",100,0
"1579","lu_area_768","2016",100,0
"1580","lu_area_768","2021",100,0
"1581","lu_area_769","2016",50,50
"1582","lu_area_769","2021",80.77,19.23
"1583","lu_area_770","2016",100,0
"1584","lu_area_770","2021",100,0
"1585","lu_area_771","2016",100,0
"1586","lu_area_771","2021",100,0
"1587","lu_area_772","2016",70,30
"1588","lu_area_772","2021",55,45
"1589","lu_area_773","2016",100,0
"1590","lu_area_773","2021",100,0
"1591","lu_area_774","2016",100,0
"1592","lu_area_774","2021",100,0
"1593","lu_area_775","2016",100,0
"1594","lu_area_775","2021",100,0
"1595","lu_area_776","2016",80,20
"1596","lu_area_776","2021",80,20
"1597","lu_area_777","2016",75,25
"1598","lu_area_777","2021",100,0
"1599","lu_area_778","2016",100,0
"1600","lu_area_778","2021",75,25
"1601","lu_area_779","2016",66.67,33.33
"1602","lu_area_779","2021",83.33,16.67
"1603","lu_area_780","2016",100,0
"1604","lu_area_780","2021",93.75,6.25
"1605","lu_area_781","2016",100,0
"1606","lu_area_781","2021",75,25
"1607","lu_area_782","2016",100,0
"1608","lu_area_782","2021",100,0
"1609","lu_area_783","2016",100,0
"1610","lu_area_783","2021",100,0
"1611","lu_area_784","2016",100,0
"1612","lu_area_784","2021",95.45,4.55
"1613","lu_area_785","2016",100,0
"1614","lu_area_785","2021",100,0
"1615","lu_area_786","2016",100,0
"1616","lu_area_786","2021",95.65,4.35
"1617","lu_area_787","2016",100,0
"1618","lu_area_787","2021",100,0
"1619","lu_area_788","2016",100,0
"1620","lu_area_788","2021",100,0
"1621","lu_area_789","2016",100,0
"1622","lu_area_789","2021",92.31,7.69
"1623","lu_area_790","2016",0,100
"1624","lu_area_790","2021",100,0
"1625","lu_area_791","2016",100,0
"1626","lu_area_791","2021",100,0
"1627","lu_area_792","2016",40.78,59.22
"1628","lu_area_792","2021",81.55,18.45
"1629","lu_area_793","2016",100,0
"1630","lu_area_793","2021",95.52,4.48
"1631","lu_area_794","2016",89.02,10.98
"1632","lu_area_794","2021",86.59,13.41
"1633","lu_area_795","2016",100,0
"1634","lu_area_795","2021",100,0
"1635","lu_area_796","2016",100,0
"1636","lu_area_796","2021",92.86,7.14
"1637","lu_area_797","2016",100,0
"1638","lu_area_797","2021",100,0
"1639","lu_area_798","2016",100,0
"1640","lu_area_798","2021",100,0
"1641","lu_area_799","2016",100,0
"1642","lu_area_799","2021",100,0
"1643","lu_area_800","2016",100,0
"1644","lu_area_800","2021",100,0
"1645","lu_area_801","2016",100,0
"1646","lu_area_801","2021",100,0
"1647","lu_area_802","2016",91.47,8.53
"1648","lu_area_802","2021",97.67,2.33
"1649","lu_area_803","2016",100,0
"1650","lu_area_803","2021",100,0
"1651","lu_area_804","2016",100,0
"1652","lu_area_804","2021",100,0
"1653","lu_area_805","2016",100,0
"1654","lu_area_805","2021",92.31,7.69
"1655","lu_area_806","2016",66.2,33.8
"1656","lu_area_806","2021",66.58,33.42
"1657","lu_area_807","2016",100,0
"1658","lu_area_807","2021",100,0
"1659","lu_area_808","2016",85.71,14.29
"1660","lu_area_808","2021",100,0
"1661","lu_area_809","2016",100,0
"1662","lu_area_809","2021",100,0
"1663","lu_area_810","2016",100,0
"1664","lu_area_810","2021",100,0
"1665","lu_area_811","2016",100,0
"1666","lu_area_811","2021",100,0
"1667","lu_area_812","2016",93.33,6.67
"1668","lu_area_812","2021",100,0
"1669","lu_area_813","2016",100,0
"1670","lu_area_813","2021",100,0
"1671","lu_area_814","2016",100,0
"1672","lu_area_814","2021",100,0
"1673","lu_area_815","2016",100,0
"1674","lu_area_815","2021",100,0
"1675","lu_area_816","2016",100,0
"1676","lu_area_816","2021",100,0
"1677","lu_area_817","2016",96.46,3.54
"1678","lu_area_817","2021",98.31,1.69
"1679","lu_area_818","2016",100,0
"1680","lu_area_818","2021",96.3,3.7
"1681","lu_area_819","2016",100,0
"1682","lu_area_819","2021",90,10
"1683","lu_area_820","2016",100,0
"1684","lu_area_820","2021",100,0
"1685","lu_area_821","2016",100,0
"1686","lu_area_821","2021",100,0
"1687","lu_area_822","2016",86.28,13.72
"1688","lu_area_822","2021",94.25,5.75
"1689","lu_area_823","2016",98.1,1.9
"1690","lu_area_823","2021",97.72,2.28
"1691","lu_area_824","2016",100,0
"1692","lu_area_824","2021",100,0
"1693","lu_area_825","2016",82.35,17.65
"1694","lu_area_825","2021",58.82,41.18
"1695","lu_area_826","2016",100,0
"1696","lu_area_826","2021",100,0
"1697","lu_area_827","2016",54.48,45.52
"1698","lu_area_827","2021",71.64,28.36
"1699","lu_area_828","2016",83.33,16.67
"1700","lu_area_828","2021",100,0
"1701","lu_area_829","2016",100,0
"1702","lu_area_829","2021",100,0
"1703","lu_area_830","2016",84,16
"1704","lu_area_830","2021",80,20
"1705","lu_area_831","2016",100,0
"1706","lu_area_831","2021",100,0
"1707","lu_area_832","2016",100,0
"1708","lu_area_832","2021",100,0
"1709","lu_area_833","2016",100,0
"1710","lu_area_833","2021",100,0
"1711","lu_area_834","2016",100,0
"1712","lu_area_834","2021",100,0
"1713","lu_area_835","2016",100,0
"1714","lu_area_835","2021",100,0
"1715","lu_area_836","2016",100,0
"1716","lu_area_836","2021",100,0
"1717","lu_area_837","2016",100,0
"1718","lu_area_837","2021",90,10
"1719","lu_area_838","2016",50,50
"1720","lu_area_838","2021",0,100
"1721","lu_area_839","2016",95.12,4.88
"1722","lu_area_839","2021",90.24,9.76
"1723","lu_area_840","2016",96.92,3.08
"1724","lu_area_840","2021",97.8,2.2
"1725","lu_area_841","2016",76.92,23.08
"1726","lu_area_841","2021",100,0
"1727","lu_area_842","2016",79.35,20.65
"1728","lu_area_842","2021",87.77,12.23
"1729","lu_area_843","2016",100,0
"1730","lu_area_843","2021",100,0
"1731","lu_area_844","2016",100,0
"1732","lu_area_844","2021",100,0
"1733","lu_area_845","2016",100,0
"1734","lu_area_845","2021",100,0
"1735","lu_area_846","2016",100,0
"1736","lu_area_846","2021",100,0
"1737","lu_area_847","2016",100,0
"1738","lu_area_847","2021",100,0
"1739","lu_area_848","2016",100,0
"1740","lu_area_848","2021",100,0
"1741","lu_area_849","2016",92.74,7.26
"1742","lu_area_849","2021",86.75,13.25
"1743","lu_area_850","2016",100,0
"1744","lu_area_850","2021",100,0
"1745","lu_area_851","2016",82.22,17.78
"1746","lu_area_851","2021",84.44,15.56
"1747","lu_area_852","2016",88.89,11.11
"1748","lu_area_852","2021",88.89,11.11
"1749","lu_area_853","2016",100,0
"1750","lu_area_853","2021",100,0
"1751","lu_area_854","2016",100,0
"1752","lu_area_854","2021",100,0
"1753","lu_area_855","2016",100,0
"1754","lu_area_855","2021",100,0
"1755","lu_area_856","2016",97.96,2.04
"1756","lu_area_856","2021",97.96,2.04
"1757","lu_area_857","2016",100,0
"1758","lu_area_857","2021",100,0
"1759","lu_area_858","2016",100,0
"1760","lu_area_858","2021",100,0
"1761","lu_area_859","2016",100,0
"1762","lu_area_859","2021",100,0
"1763","lu_area_860","2016",20,80
"1764","lu_area_860","2021",40,60
"1765","lu_area_861","2016",96.47,3.53
"1766","lu_area_861","2021",92.94,7.06
"1767","lu_area_862","2016",91.52,8.48
"1768","lu_area_862","2021",90.3,9.7
"1769","lu_area_863","2016",92.09,7.91
"1770","lu_area_863","2021",93.95,6.05
"1771","lu_area_864","2016",100,0
"1772","lu_area_864","2021",100,0
"1773","lu_area_865","2016",92.84,7.16
"1774","lu_area_865","2021",97.55,2.45
"1775","lu_area_866","2016",100,0
"1776","lu_area_866","2021",100,0
"1777","lu_area_867","2016",93.33,6.67
"1778","lu_area_867","2021",88.33,11.67
"1779","lu_area_868","2016",100,0
"1780","lu_area_868","2021",100,0
"1781","lu_area_869","2016",100,0
"1782","lu_area_869","2021",100,0
"1783","lu_area_870","2016",96.34,3.66
"1784","lu_area_870","2021",93.19,6.81
"1785","lu_area_871","2016",100,0
"1786","lu_area_871","2021",100,0
"1787","lu_area_872","2016",87.88,12.12
"1788","lu_area_872","2021",96.97,3.03
"1789","lu_area_873","2016",100,0
"1790","lu_area_873","2021",94.37,5.63
"1791","lu_area_874","2016",87.74,12.26
"1792","lu_area_874","2021",83.65,16.35
"1793","lu_area_875","2016",100,0
"1794","lu_area_875","2021",85.71,14.29
"1795","lu_area_876","2016",96.64,3.36
"1796","lu_area_876","2021",100,0
"1797","lu_area_877","2016",82.22,17.78
"1798","lu_area_877","2021",96.67,3.33
"1799","lu_area_878","2016",100,0
"1800","lu_area_878","2021",50,50
"1801","lu_area_879","2016",92.31,7.69
"1802","lu_area_879","2021",88.46,11.54
"1803","lu_area_880","2016",100,0
"1804","lu_area_880","2021",100,0
"1805","lu_area_881","2016",100,0
"1806","lu_area_881","2021",100,0
"1807","lu_area_882","2016",100,0
"1808","lu_area_882","2021",100,0
"1809","lu_area_883","2016",86.73,13.27
"1810","lu_area_883","2021",77.88,22.12
"1811","lu_area_884","2016",100,0
"1812","lu_area_884","2021",100,0
"1813","lu_area_885","2016",100,0
"1814","lu_area_885","2021",83.33,16.67
"1815","lu_area_886","2016",90.91,9.09
"1816","lu_area_886","2021",96.97,3.03
"1817","lu_area_887","2016",96.83,3.17
"1818","lu_area_887","2021",96.83,3.17
"1819","lu_area_888","2016",100,0
"1820","lu_area_888","2021",100,0
"1821","lu_area_889","2016",95.4,4.6
"1822","lu_area_889","2021",77.01,22.99
"1823","lu_area_890","2016",100,0
"1824","lu_area_890","2021",100,0
"1825","lu_area_891","2016",98.11,1.89
"1826","lu_area_891","2021",98.11,1.89
"1827","lu_area_892","2016",75,25
"1828","lu_area_892","2021",75,25
"1829","lu_area_893","2016",100,0
"1830","lu_area_893","2021",94.23,5.77
"1831","lu_area_894","2016",18.87,81.13
"1832","lu_area_894","2021",34.23,65.77
"1833","lu_area_895","2016",100,0
"1834","lu_area_895","2021",100,0
"1835","lu_area_897","2016",84.94,15.06
"1836","lu_area_897","2021",90.36,9.64
"1837","lu_area_898","2016",60,40
"1838","lu_area_898","2021",90,10
"1839","lu_area_899","2016",100,0
"1840","lu_area_899","2021",100,0
"1841","lu_area_900","2016",99.01,0.99
"1842","lu_area_900","2021",99.01,0.99
"1843","lu_area_901","2016",98.55,1.45
"1844","lu_area_901","2021",99.42,0.58
"1845","lu_area_902","2016",100,0
"1846","lu_area_902","2021",100,0
"1847","lu_area_903","2016",100,0
"1848","lu_area_903","2021",100,0
"1849","lu_area_904","2016",91.86,8.14
"1850","lu_area_904","2021",97.67,2.33
"1851","lu_area_905","2016",90.91,9.09
"1852","lu_area_905","2021",94.21,5.79
"1853","lu_area_906","2016",100,0
"1854","lu_area_906","2021",100,0
"1855","lu_area_907","2016",100,0
"1856","lu_area_907","2021",100,0
"1857","lu_area_908","2016",100,0
"1858","lu_area_908","2021",100,0
"1859","lu_area_909","2016",100,0
"1860","lu_area_909","2021",100,0
"1861","lu_area_910","2016",100,0
"1862","lu_area_910","2021",100,0
"1863","lu_area_911","2016",80,20
"1864","lu_area_911","2021",80,20
"1865","lu_area_912","2016",89.47,10.53
"1866","lu_area_912","2021",94.74,5.26
"1867","lu_area_913","2016",97.98,2.02
"1868","lu_area_913","2021",100,0
"1869","lu_area_914","2016",100,0
"1870","lu_area_914","2021",100,0
"1871","lu_area_915","2016",94.12,5.88
"1872","lu_area_915","2021",94.12,5.88
"1873","lu_area_916","2016",100,0
"1874","lu_area_916","2021",100,0
"1875","lu_area_917","2016",80.67,19.33
"1876","lu_area_917","2021",84.87,15.13
"1877","lu_area_918","2016",87.5,12.5
"1878","lu_area_918","2021",100,0
"1879","lu_area_919","2016",72.73,27.27
"1880","lu_area_919","2021",100,0
"1881","lu_area_920","2016",100,0
"1882","lu_area_920","2021",100,0
"1883","lu_area_921","2016",100,0
"1884","lu_area_921","2021",95.83,4.17
"1885","lu_area_922","2016",100,0
"1886","lu_area_922","2021",95.65,4.35
"1887","lu_area_923","2016",94.48,5.52
"1888","lu_area_923","2021",92.74,7.26
"1889","lu_area_924","2016",100,0
"1890","lu_area_924","2021",100,0
"1891","lu_area_925","2016",100,0
"1892","lu_area_925","2021",100,0
"1893","lu_area_926","2016",100,0
"1894","lu_area_926","2021",99.59,0.41
"1895","lu_area_927","2016",100,0
"1896","lu_area_927","2021",100,0
"1897","lu_area_928","2016",100,0
"1898","lu_area_928","2021",100,0
"1899","lu_area_929","2016",85.6,14.4
"1900","lu_area_929","2021",90.82,9.18
"1901","lu_area_930","2016",100,0
"1902","lu_area_930","2021",100,0
"1903","lu_area_931","2016",63.53,36.47
"1904","lu_area_931","2021",58.82,41.18
"1905","lu_area_932","2016",92.63,7.37
"1906","lu_area_932","2021",94.74,5.26
"1907","lu_area_933","2016",100,0
"1908","lu_area_933","2021",100,0
"1909","lu_area_934","2016",100,0
"1910","lu_area_934","2021",100,0
"1911","lu_area_935","2016",100,0
"1912","lu_area_935","2021",100,0
"1913","lu_area_936","2016",100,0
"1914","lu_area_936","2021",100,0
"1915","lu_area_937","2016",100,0
"1916","lu_area_937","2021",100,0
"1917","lu_area_938","2016",19.13,80.87
"1918","lu_area_938","2021",70.18,29.82
"1919","lu_area_939","2016",92.31,7.69
"1920","lu_area_939","2021",100,0
"1921","lu_area_940","2016",21.16,78.84
"1922","lu_area_940","2021",59.26,40.74
"1923","lu_area_941","2016",50,50
"1924","lu_area_941","2021",75,25
"1925","lu_area_942","2016",89.47,10.53
"1926","lu_area_942","2021",93.42,6.58
"1927","lu_area_943","2016",100,0
"1928","lu_area_943","2021",100,0
"1929","lu_area_944","2016",100,0
"1930","lu_area_944","2021",100,0
"1931","lu_area_945","2016",100,0
"1932","lu_area_945","2021",100,0
"1933","lu_area_946","2016",100,0
"1934","lu_area_946","2021",100,0
"1935","lu_area_947","2016",100,0
"1936","lu_area_947","2021",100,0
"1937","lu_area_948","2016",100,0
"1938","lu_area_948","2021",100,0
"1939","lu_area_949","2016",94.89,5.11
"1940","lu_area_949","2021",99.84,0.16
"1941","lu_area_950","2016",100,0
"1942","lu_area_950","2021",100,0
"1943","lu_area_951","2016",98.48,1.52
"1944","lu_area_951","2021",100,0
"1945","lu_area_952","2016",93.13,6.87
"1946","lu_area_952","2021",98.08,1.92
"1947","lu_area_953","2016",100,0
"1948","lu_area_953","2021",100,0
"1949","lu_area_954","2016",100,0
"1950","lu_area_954","2021",100,0
"1951","lu_area_955","2016",100,0
"1952","lu_area_955","2021",100,0
"1953","lu_area_956","2016",100,0
"1954","lu_area_956","2021",100,0
"1955","lu_area_957","2016",100,0
"1956","lu_area_957","2021",100,0
"1957","lu_area_958","2016",0,100
"1958","lu_area_958","2021",100,0
"1959","lu_area_959","2016",76.89,23.11
"1960","lu_area_959","2021",90.85,9.15
"1961","lu_area_960","2016",77.19,22.81
"1962","lu_area_960","2021",84.21,15.79
"1963","lu_area_961","2016",100,0
"1964","lu_area_961","2021",100,0
"1965","lu_area_962","2016",100,0
"1966","lu_area_962","2021",100,0
"1967","lu_area_963","2016",84.06,15.94
"1968","lu_area_963","2021",92.75,7.25
"1969","lu_area_964","2016",100,0
"1970","lu_area_964","2021",100,0
"1971","lu_area_965","2016",94.65,5.35
"1972","lu_area_965","2021",99.51,0.49
"1973","lu_area_966","2016",99.18,0.82
"1974","lu_area_966","2021",99.18,0.82
"1975","lu_area_967","2016",100,0
"1976","lu_area_967","2021",100,0
"1977","lu_area_968","2016",100,0
"1978","lu_area_968","2021",100,0
"1979","lu_area_969","2016",100,0
"1980","lu_area_969","2021",100,0
"1981","lu_area_970","2016",100,0
"1982","lu_area_970","2021",100,0
"1983","lu_area_971","2016",100,0
"1984","lu_area_971","2021",100,0
"1985","lu_area_972","2016",99.34,0.66
"1986","lu_area_972","2021",99.34,0.66
"1987","lu_area_973","2016",96,4
"1988","lu_area_973","2021",97.33,2.67
"1989","lu_area_974","2016",86.96,13.04
"1990","lu_area_974","2021",94.57,5.43
"1991","lu_area_975","2016",100,0
"1992","lu_area_975","2021",100,0
"1993","lu_area_976","2016",100,0
"1994","lu_area_976","2021",100,0
"1995","lu_area_977","2016",100,0
"1996","lu_area_977","2021",100,0
"1997","lu_area_978","2016",99.58,0.42
"1998","lu_area_978","2021",99.58,0.42
"1999","lu_area_979","2016",88.28,11.72
"2000","lu_area_979","2021",99.22,0.78
"2001","lu_area_980","2016",100,0
"2002","lu_area_980","2021",100,0
"2003","lu_area_981","2016",89.26,10.74
"2004","lu_area_981","2021",98.35,1.65
"2005","lu_area_982","2016",98.79,1.21
"2006","lu_area_982","2021",100,0
"2007","lu_area_983","2016",100,0
"2008","lu_area_983","2021",100,0
"2009","lu_area_984","2016",100,0
"2010","lu_area_984","2021",100,0
"2011","lu_area_985","2016",100,0
"2012","lu_area_985","2021",100,0
"2013","lu_area_986","2016",76.19,23.81
"2014","lu_area_986","2021",100,0
"2015","lu_area_987","2016",100,0
"2016","lu_area_987","2021",100,0
"2017","lu_area_988","2016",100,0
"2018","lu_area_988","2021",100,0
"2019","lu_area_989","2016",71.43,28.57
"2020","lu_area_989","2021",100,0
"2021","lu_area_990","2016",100,0
"2022","lu_area_990","2021",98.46,1.54
"2023","lu_area_991","2016",97.87,2.13
"2024","lu_area_991","2021",100,0
"2025","lu_area_992","2016",90.77,9.23
"2026","lu_area_992","2021",98.46,1.54
"2027","lu_area_993","2016",75.26,24.74
"2028","lu_area_993","2021",86.84,13.16
"2029","lu_area_994","2016",100,0
"2030","lu_area_994","2021",100,0
"2031","lu_area_995","2016",100,0
"2032","lu_area_995","2021",100,0
"2033","lu_area_996","2016",100,0
"2034","lu_area_996","2021",100,0
"2035","lu_area_997","2016",100,0
"2036","lu_area_997","2021",100,0
"2037","lu_area_998","2016",100,0
"2038","lu_area_998","2021",100,0
"2039","lu_area_999","2016",100,0
"2040","lu_area_999","2021",100,0
"2041","lu_area_1000","2016",88.46,11.54
"2042","lu_area_1000","2021",92.31,7.69
"2043","lu_area_1001","2016",95.24,4.76
"2044","lu_area_1001","2021",100,0
"2045","lu_area_1002","2016",100,0
"2046","lu_area_1002","2021",100,0
"2047","lu_area_1003","2016",100,0
"2048","lu_area_1003","2021",100,0
"2049","lu_area_1004","2016",100,0
"2050","lu_area_1004","2021",100,0
"2051","lu_area_1005","2016",100,0
"2052","lu_area_1005","2021",100,0
"2053","lu_area_1006","2016",100,0
"2054","lu_area_1006","2021",100,0
"2055","lu_area_1007","2016",94.12,5.88
"2056","lu_area_1007","2021",100,0
"2057","lu_area_1008","2016",100,0
"2058","lu_area_1008","2021",100,0
"2059","lu_area_1010","2016",100,0
"2060","lu_area_1010","2021",100,0
"2061","lu_area_1011","2016",100,0
"2062","lu_area_1011","2021",100,0
"2063","lu_area_1012","2016",100,0
"2064","lu_area_1012","2021",100,0
"2065","lu_area_1013","2016",100,0
"2066","lu_area_1013","2021",100,0
"2067","lu_area_1014","2016",100,0
"2068","lu_area_1014","2021",100,0
"2069","lu_area_1015","2016",100,0
"2070","lu_area_1015","2021",100,0
"2071","lu_area_1016","2016",98.87,1.13
"2072","lu_area_1016","2021",98.87,1.13
"2073","lu_area_1017","2016",100,0
"2074","lu_area_1017","2021",100,0
"2075","lu_area_1018","2016",96.44,3.56
"2076","lu_area_1018","2021",99.52,0.48
"2077","lu_area_1019","2016",100,0
"2078","lu_area_1019","2021",100,0
"2079","lu_area_1020","2016",100,0
"2080","lu_area_1020","2021",100,0
"2081","lu_area_1021","2016",100,0
"2082","lu_area_1021","2021",100,0
"2083","lu_area_1022","2016",100,0
"2084","lu_area_1022","2021",100,0
"2085","lu_area_1023","2016",100,0
"2086","lu_area_1023","2021",100,0
"2087","lu_area_1024","2016",95.74,4.26
"2088","lu_area_1024","2021",95.74,4.26
"2089","lu_area_1025","2016",100,0
"2090","lu_area_1025","2021",100,0
"2091","lu_area_1026","2016",95.45,4.55
"2092","lu_area_1026","2021",93.18,6.82
"2093","lu_area_1027","2016",100,0
"2094","lu_area_1027","2021",92.31,7.69
"2095","lu_area_1028","2016",100,0
"2096","lu_area_1028","2021",100,0
"2097","lu_area_1029","2016",100,0
"2098","lu_area_1029","2021",100,0
"2099","lu_area_1030","2016",100,0
"2100","lu_area_1030","2021",100,0
"2101","lu_area_1031","2016",100,0
"2102","lu_area_1031","2021",100,0
"2103","lu_area_1032","2016",100,0
"2104","lu_area_1032","2021",75,25
"2105","lu_area_1033","2016",100,0
"2106","lu_area_1033","2021",100,0
"2107","lu_area_1034","2016",100,0
"2108","lu_area_1034","2021",100,0
"2109","lu_area_1035","2016",100,0
"2110","lu_area_1035","2021",100,0
"2111","lu_area_1036","2016",100,0
"2112","lu_area_1036","2021",100,0
"2113","lu_area_1037","2016",94.44,5.56
"2114","lu_area_1037","2021",100,0
"2115","lu_area_1038","2016",100,0
"2116","lu_area_1038","2021",100,0
"2117","lu_area_1039","2016",100,0
"2118","lu_area_1039","2021",100,0
"2119","lu_area_1040","2016",100,0
"2120","lu_area_1040","2021",100,0
"2121","lu_area_1041","2016",100,0
"2122","lu_area_1041","2021",100,0
"2123","lu_area_1042","2016",18.75,81.25
"2124","lu_area_1042","2021",43.75,56.25
"2125","lu_area_1043","2016",0,100
"2126","lu_area_1043","2021",0,100
"2127","lu_area_1044","2016",96.77,3.23
"2128","lu_area_1044","2021",100,0
"2129","lu_area_1045","2016",100,0
"2130","lu_area_1045","2021",100,0
"2131","lu_area_1046","2016",100,0
"2132","lu_area_1046","2021",100,0
"2133","lu_area_1047","2016",100,0
"2134","lu_area_1047","2021",100,0
"2135","lu_area_1049","2016",100,0
"2136","lu_area_1049","2021",100,0
"2137","lu_area_1050","2016",100,0
"2138","lu_area_1050","2021",92.86,7.14
"2139","lu_area_1051","2016",2.94,97.06
"2140","lu_area_1051","2021",11.76,88.24
"2141","lu_area_1052","2016",68.75,31.25
"2142","lu_area_1052","2021",56.25,43.75
"2143","lu_area_1053","2016",100,0
"2144","lu_area_1053","2021",100,0
"2145","lu_area_1055","2016",90,10
"2146","lu_area_1055","2021",97.14,2.86
"2147","lu_area_1056","2016",83.37,16.63
"2148","lu_area_1056","2021",72.62,27.38
"2149","lu_area_1057","2016",84,16
"2150","lu_area_1057","2021",76,24
"2151","lu_area_1058","2016",99.37,0.63
"2152","lu_area_1058","2021",100,0
"2153","lu_area_1059","2016",92.12,7.88
"2154","lu_area_1059","2021",96.97,3.03
"2155","lu_area_1060","2016",100,0
"2156","lu_area_1060","2021",100,0
"2157","lu_area_1061","2016",100,0
"2158","lu_area_1061","2021",100,0
"2159","lu_area_1062","2016",95.35,4.65
"2160","lu_area_1062","2021",95.35,4.65
"2161","lu_area_1063","2016",100,0
"2162","lu_area_1063","2021",100,0
"2163","lu_area_1064","2016",100,0
"2164","lu_area_1064","2021",100,0
"2165","lu_area_1065","2016",100,0
"2166","lu_area_1065","2021",100,0
"2167","lu_area_1066","2016",100,0
"2168","lu_area_1066","2021",100,0
"2169","lu_area_1067","2016",100,0
"2170","lu_area_1067","2021",100,0
"2171","lu_area_1068","2016",100,0
"2172","lu_area_1068","2021",100,0
"2173","lu_area_1069","2016",16.67,83.33
"2174","lu_area_1069","2021",33.33,66.67
"2175","lu_area_1070","2016",93.85,6.15
"2176","lu_area_1070","2021",93.85,6.15
"2177","lu_area_1071","2016",100,0
"2178","lu_area_1071","2021",100,0
"2179","lu_area_1072","2016",100,0
"2180","lu_area_1072","2021",100,0
"2181","lu_area_1073","2016",100,0
"2182","lu_area_1073","2021",100,0
"2183","lu_area_1074","2016",85.71,14.29
"2184","lu_area_1074","2021",100,0
"2185","lu_area_1075","2016",94.44,5.56
"2186","lu_area_1075","2021",100,0
"2187","lu_area_1076","2016",100,0
"2188","lu_area_1076","2021",100,0
"2189","lu_area_1077","2016",87.93,12.07
"2190","lu_area_1077","2021",89.66,10.34
"2191","lu_area_1078","2016",100,0
